,zipcode,train,train_pred,test_pred
0,58001,77558.0,77567.01096063675,79292.45501280294
1,58003,142704.0,141112.46459843856,144076.80013210364
2,58004,95052.0,94655.94818754093,96160.61052231479
3,58006,60662.0,63449.45874231058,65314.505854986506
4,58007,169254.0,166991.75104232965,173331.24664719476
5,58008,62137.0,62808.84333520879,64075.34705341501
6,58009,142028.0,139682.56469215217,141430.8639868113
7,58010,101998.0,101785.41756853582,104052.36438511669
8,58011,126351.0,129633.93806264647,136423.03757427773
9,58012,106911.0,107054.66366198007,107672.13246399119
10,58015,135163.0,135554.3964888759,138154.41221933338
11,58016,219424.0,216081.25004556446,211317.35716114347
12,58017,71935.0,72208.7910406419,75293.19076903509
13,58049,56383.0,56537.29576347744,59072.83397568472
14,58051,72527.0,73345.68304375035,78158.27033622829
15,58056,163638.0,168292.5203497646,170663.6917937168
16,58059,167933.0,173448.02838227982,183469.56270175448
17,58062,192736.0,192205.89556344986,189622.9911123025
18,58064,155753.0,158263.78969193005,165224.4853881487
19,58069,91633.0,92108.08448573953,94632.62216708745
20,58076,390690.0,395532.0721590232,413637.03089859436
21,58079,81101.0,81922.70351364072,82106.44618847061
22,58084,295635.0,295467.19543605373,288953.22022365953
23,58090,133914.0,133422.82151083322,135740.46218495883
24,58091,166392.0,166182.96918641153,162467.55303644662
25,58095,119028.0,118865.95665096593,123647.23113133348
26,58097,94441.0,95461.0586298818,98603.80162495267
27,58106,214206.0,214784.66380614782,224781.78682809565
28,58108,100557.0,100734.20671785745,104879.1302900609
29,58111,130602.0,131168.8022232432,134343.00017309323
30,58112,127307.0,128485.61381362384,129389.24392952275
31,58115,101516.0,99459.65531262508,99736.06247641078
32,58117,173377.0,174182.9086064036,180225.4305232977
33,58121,73647.0,73632.88488528944,75505.88041574156
34,58125,452525.0,455943.47578383365,475306.1927073884
35,58129,73563.0,75250.36242032517,79767.96973769194
36,58132,105601.0,105195.68159189398,108629.11477549239
37,58133,380967.0,385441.8662001269,404521.9140684388
38,58139,166548.0,167292.22061188868,171759.46730221703
39,58148,102581.0,102768.5876961852,102035.47902069893
40,58149,413279.0,423793.4784532797,435295.7288345771
41,58169,134209.0,136743.05268056944,141448.24529879887
42,58196,237395.0,235877.5084972975,238323.3074375415
43,58197,368112.0,371884.01600906334,377486.420915233
44,58200,243444.0,244171.45768728224,249186.18526165388
45,58201,292515.0,294578.2470406051,298376.72160927305
46,58202,231758.0,227367.11416129075,227504.55039693933
47,58203,131268.0,132039.76217078906,131602.14516709466
48,58204,269726.0,268000.7986108095,271132.4754032395
49,58205,172904.0,171953.1114620095,171306.3623775988
50,58206,244230.0,242810.22965822712,243231.3562706846
51,58207,189597.0,188208.77641112878,190530.58120759937
52,58209,204979.0,202964.50909019375,205676.87674423328
53,58211,165656.0,165655.6821256392,169134.09468507624
54,58212,238231.0,235172.57509982827,235606.0843110235
55,58213,274816.0,279033.24474828533,285603.40253173263
56,58214,270005.0,270638.7467373268,273387.27581967966
57,58215,294149.0,301670.68859399925,307406.1341099374
58,58216,257940.0,257072.69946964146,260655.7130627938
59,58217,232243.0,234210.05578910664,237097.6232745355
60,58218,271031.0,275063.027626281,277138.9892698107
61,58219,268180.0,266320.2038379367,268744.8075802509
62,58220,272466.0,270012.3510256108,270751.5695048557
63,58221,338787.0,341482.3208028843,343193.2099552182
64,58222,279296.0,279040.93969077116,280681.36529195606
