,zipcode,train,train_pred,test_pred
4145,70892,326539.0,327695.62066818547,337354.6291359528
4146,70893,172158.0,172462.91389048443,179079.28621223563
4147,70894,154988.0,154841.43359765044,160495.4681949988
4148,70897,189236.0,191764.73529679238,200507.10673925176
4149,70898,183924.0,185142.58482826166,193003.43623215766
4150,70899,157115.0,157276.3237271141,162373.12493778855
4151,70901,156220.0,156299.50708193873,162004.103380122
4152,70902,99223.0,99151.78445809697,102525.30937675912
4153,70903,241636.0,242716.43197364645,249362.97291929796
4154,70904,224471.0,224834.653263802,231553.533123093
4155,70906,228912.0,230029.35461829198,237165.3996245609
4156,70908,168243.0,168603.35885185472,175207.89162420967
4157,70909,193961.0,194191.965119602,201025.45054625833
4158,70910,168712.0,170072.5091230714,179016.9255528053
4159,70911,65094.0,65094.00000000078,66441.02733260544
4160,70912,159849.0,161030.07605594222,167311.1510141073
4161,70913,139347.0,137759.9428759972,140994.68335493185
4162,70914,190243.0,191264.3132339814,198939.69753049122
4163,70916,244083.0,244752.0078695295,251199.9345666079
4164,70917,241887.0,241903.35210164348,247952.6070648996
4165,70918,179809.0,182193.40152555198,190418.531657825
4166,70920,106278.0,106886.59796711087,110833.55560451472
4167,70921,194247.0,195696.56160213027,203272.03817012528
4168,70924,63259.0,63550.55598281951,67752.00985192294
4169,70925,302402.0,301961.26486938004,307477.4823257442
4170,70926,137304.0,137961.67578323974,144388.8791220474
4171,70929,187623.0,188672.7394690556,196132.84708543436
4172,70931,117486.0,117623.02343481989,122958.4181415337
4173,70935,129522.0,129177.72165671572,133483.56498498443
4174,70936,170486.0,170027.80344158283,176556.11818524858
4175,70938,179150.0,178453.78502716625,186035.1772511141
4176,70939,198868.0,202449.98016952828,209874.60821102126
4177,70941,137468.0,137046.0641624335,140382.73797849144
4178,70942,192034.0,192746.57121050422,198893.8808638514
4179,70943,116578.0,116655.77734865014,121704.69283184747
4180,70944,139273.0,139504.3227372365,144488.8323991891
4181,70945,214833.0,218031.6540148896,228487.9456549774
4182,70946,158013.0,159096.9828422409,164996.5823461196
4183,70947,187117.0,187910.0568610278,194985.1652657558
4184,70948,142138.0,142426.02818774927,148415.64560682932
4185,70949,294869.0,295552.1955307793,306941.42285306007
4186,70950,230409.0,234003.30108409232,242522.86693944442
4187,70951,183362.0,182930.34983937704,191317.21768263314
4188,70952,211918.0,213379.4308331901,221982.28757503437
4189,70953,280495.0,281905.49453636445,291449.13165211765
4190,70954,282673.0,283511.8816038473,292879.5165724833
4191,70955,113547.0,113538.83050728729,117701.84036883275
4192,70956,351472.0,352812.33660789736,363505.603491645
4193,70957,187717.0,187663.20647933523,195180.6929191233
4194,70959,196734.0,197954.93908926347,205148.6939127231
4195,70960,244045.0,245863.36735697716,252267.7290100685
4196,70961,289270.0,292097.0055729542,299489.10393876705
4197,70962,80424.0,79267.68538940836,81645.57233324919
4198,70963,129392.0,129546.79609664326,133977.85425770978
4199,70964,130465.0,131110.58361995,134801.13661378704
4200,70966,145819.0,147206.68988091592,152714.18764579174
4201,70967,98139.0,98506.88524079065,100055.79113385922
4202,70968,109568.0,108974.48142730535,113297.04381359417
4203,70969,148855.0,148833.0912570178,154404.6074509186
4204,70970,189420.0,190754.15163995157,199500.4329359252
4205,70972,108491.0,108699.01679670872,112678.41756076294
4206,70973,149812.0,149299.4761957942,153637.82949331182
4207,70974,124704.0,124274.38373296338,128411.38827769227
4208,70975,161973.0,164626.1623995615,173585.04229031393
4209,70977,140140.0,141451.260576068,151000.7824037087
4210,70978,149035.0,149206.04874200522,153581.01466791306
4211,70979,109774.0,109976.73399913003,113307.48422618922
